event_id,src_ip,kind,timestamp,label,src_ip_hash,kind_encoded,hour_of_day,day_of_week,is_weekend,is_night,is_business_hours,http_status_code,is_error_code,url_length,has_sql_keywords,has_path_traversal,has_xss_attempt,request_count_1min,request_count_5min,unique_kinds_count,avg_time_between_requests,ssh_username_length,ssh_has_root,ssh_has_admin,ssh_invalid_user,port_number,is_common_port,is_high_port
evt_302127,112.80.232.1,web_fuzz,2025-12-24T10:07:08.899975,0,112823201,3,10,2,0,0,1,200.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_829066,187.125.83.119,port_scan,2025-12-24T10:15:25.899975,0,188258419,2,10,2,0,0,1,,,,,,,0,0,0,0.0,,,,,443.0,1.0,0.0
evt_629990,17.108.161.55,ssh_failed,2025-12-24T10:22:36.899975,0,18096155,1,10,2,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_810029,58.32.173.6,web_fuzz,2025-12-24T10:32:59.899975,0,58337306,3,10,2,0,0,1,200.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_733790,165.234.73.68,web_fuzz,2025-12-24T10:34:34.899975,0,167347368,3,10,2,0,0,1,200.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_781113,9.161.205.69,web_fuzz,2025-12-24T10:42:52.899975,0,10630569,3,10,2,0,0,1,200.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_219073,59.148.40.219,port_scan,2025-12-24T10:55:18.899975,0,60484219,2,10,2,0,0,1,,,,,,,0,0,0,0.0,,,,,443.0,1.0,0.0
evt_757258,168.255.202.227,web_fuzz,2025-12-24T10:59:06.899975,0,170570427,3,10,2,0,0,1,200.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_105506,194.24.56.40,web_fuzz,2025-12-24T11:02:03.899975,0,194245640,3,11,2,0,0,1,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_893853,133.231.61.64,web_fuzz,2025-12-24T11:04:13.899975,0,135316164,3,11,2,0,0,1,404.0,1.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_270395,96.82.0.154,port_scan,2025-12-24T11:19:19.899975,0,96820154,2,11,2,0,0,1,,,,,,,0,0,0,0.0,,,,,80.0,1.0,0.0
evt_244564,17.108.161.55,web_fuzz,2025-12-24T11:46:54.899975,0,18096155,3,11,2,0,0,1,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_832409,175.36.87.137,port_scan,2025-12-24T11:48:07.899975,0,175368837,2,11,2,0,0,1,,,,,,,0,0,0,0.0,,,,,443.0,1.0,0.0
evt_791691,58.32.173.6,web_fuzz,2025-12-24T12:10:33.899975,0,58337306,3,12,2,0,0,1,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_532046,117.186.83.95,web_fuzz,2025-12-24T12:17:07.899975,0,118868395,3,12,2,0,0,1,304.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_869864,136.216.108.238,port_scan,2025-12-24T12:27:16.899975,0,138171038,2,12,2,0,0,1,,,,,,,0,0,0,0.0,,,,,80.0,1.0,0.0
evt_242371,161.81.216.153,web_fuzz,2025-12-24T12:32:59.899975,0,161831753,3,12,2,0,0,1,404.0,1.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_936039,36.126.134.192,web_fuzz,2025-12-24T12:53:09.899975,0,37273592,3,12,2,0,0,1,200.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_693418,120.128.5.175,ssh_failed,2025-12-24T13:00:29.899975,0,121280675,1,13,2,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_389366,98.49.183.217,ssh_failed,2025-12-24T13:06:52.899975,0,98508517,1,13,2,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_822622,139.102.159.103,web_fuzz,2025-12-24T13:26:57.899975,0,140036003,3,13,2,0,0,1,200.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_774652,96.82.0.154,web_fuzz,2025-12-24T13:54:24.899975,0,96820154,3,13,2,0,0,1,200.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_142004,164.57.12.190,web_fuzz,2025-12-24T13:59:55.899975,0,164571390,3,13,2,0,0,1,200.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_745474,185.58.136.197,web_fuzz,2025-12-24T14:04:13.899975,0,185593797,3,14,2,0,0,1,200.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_891062,17.108.161.55,port_scan,2025-12-24T14:04:15.899975,0,18096155,2,14,2,0,0,1,,,,,,,0,0,0,0.0,,,,,22.0,1.0,0.0
evt_115997,117.186.83.95,ssh_failed,2025-12-24T14:06:03.899975,0,118868395,1,14,2,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_744610,151.142.3.195,web_fuzz,2025-12-24T14:10:15.899975,0,152420495,3,14,2,0,0,1,200.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_795847,51.214.112.115,port_scan,2025-12-24T14:24:26.899975,0,53151315,2,14,2,0,0,1,,,,,,,0,0,0,0.0,,,,,443.0,1.0,0.0
evt_458521,161.81.216.153,ssh_failed,2025-12-24T14:29:52.899975,0,161831753,1,14,2,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_529068,118.63.193.21,ssh_failed,2025-12-24T14:31:31.899975,0,118649321,1,14,2,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_762055,56.119.13.144,web_fuzz,2025-12-24T14:34:39.899975,0,57191444,3,14,2,0,0,1,200.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_327797,96.82.0.154,web_fuzz,2025-12-24T14:41:56.899975,0,96820154,3,14,2,0,0,1,404.0,1.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_626195,169.243.84.68,web_fuzz,2025-12-24T14:42:56.899975,0,171438468,3,14,2,0,0,1,200.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_189318,112.80.232.1,ssh_failed,2025-12-24T14:48:06.899975,0,112823201,1,14,2,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_293720,151.142.3.195,ssh_failed,2025-12-24T14:52:07.899975,0,152420495,1,14,2,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_549112,112.80.232.1,web_fuzz,2025-12-24T14:59:46.899975,0,112823201,3,14,2,0,0,1,200.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_972176,194.24.56.40,web_fuzz,2025-12-24T15:04:02.899975,0,194245640,3,15,2,0,0,1,200.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_782054,89.135.22.187,web_fuzz,2025-12-24T15:10:11.899975,0,90352387,3,15,2,0,0,1,404.0,1.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_839677,136.216.108.238,web_fuzz,2025-12-24T15:27:19.899975,0,138171038,3,15,2,0,0,1,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_570880,36.126.134.192,web_fuzz,2025-12-24T15:30:19.899975,0,37273592,3,15,2,0,0,1,200.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_908554,89.135.22.187,ssh_failed,2025-12-24T15:32:14.899975,0,90352387,1,15,2,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_211726,17.108.161.55,web_fuzz,2025-12-24T15:32:40.899975,0,18096155,3,15,2,0,0,1,200.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_360804,58.32.173.6,port_scan,2025-12-24T15:45:09.899975,0,58337306,2,15,2,0,0,1,,,,,,,0,0,0,0.0,,,,,22.0,1.0,0.0
evt_679606,96.82.0.154,web_fuzz,2025-12-24T16:16:33.899975,0,96820154,3,16,2,0,0,1,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_780714,36.126.134.192,web_fuzz,2025-12-24T16:29:03.899975,0,37273592,3,16,2,0,0,1,404.0,1.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_454861,51.214.112.115,web_fuzz,2025-12-24T16:32:27.899975,0,53151315,3,16,2,0,0,1,404.0,1.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_106658,161.81.216.153,ssh_failed,2025-12-24T16:33:25.899975,0,161831753,1,16,2,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_313933,165.234.73.68,web_fuzz,2025-12-24T16:39:08.899975,0,167347368,3,16,2,0,0,1,200.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_679077,165.174.57.76,port_scan,2025-12-24T16:44:20.899975,0,166745776,2,16,2,0,0,1,,,,,,,0,0,0,0.0,,,,,22.0,1.0,0.0
evt_477943,51.214.112.115,port_scan,2025-12-24T16:54:48.899975,0,53151315,2,16,2,0,0,1,,,,,,,0,0,0,0.0,,,,,443.0,1.0,0.0
evt_318353,17.108.161.55,web_fuzz,2025-12-24T16:55:33.899975,0,18096155,3,16,2,0,0,1,200.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_791444,112.80.232.1,ssh_failed,2025-12-24T16:59:05.899975,0,112823201,1,16,2,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_196411,185.58.136.197,web_fuzz,2025-12-24T17:01:41.899975,0,185593797,3,17,2,0,0,1,304.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_606121,165.234.73.68,ssh_failed,2025-12-24T17:02:07.899975,0,167347368,1,17,2,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_352867,59.148.40.219,ssh_failed,2025-12-24T17:06:07.899975,0,60484219,1,17,2,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_905579,165.174.57.76,web_fuzz,2025-12-24T17:10:55.899975,0,166745776,3,17,2,0,0,1,200.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_811027,196.172.52.24,ssh_failed,2025-12-24T17:12:27.899975,0,197725224,1,17,2,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_963245,83.250.9.29,web_fuzz,2025-12-24T17:25:35.899975,0,85500929,3,17,2,0,0,1,200.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_454366,56.119.13.144,web_fuzz,2025-12-24T17:28:29.899975,0,57191444,3,17,2,0,0,1,304.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_288073,165.234.73.68,ssh_failed,2025-12-24T17:56:24.899975,0,167347368,1,17,2,0,0,1,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_921021,84.28.117.211,web_fuzz,2025-12-24T18:19:39.899975,0,84291911,3,18,2,0,0,0,304.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_221886,120.128.5.175,port_scan,2025-12-24T18:31:58.899975,0,121280675,2,18,2,0,0,0,,,,,,,0,0,0,0.0,,,,,80.0,1.0,0.0
evt_255840,139.67.242.63,web_fuzz,2025-12-24T18:39:47.899975,1,139694263,3,18,2,0,0,0,403.0,1.0,30.0,1.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_137604,139.67.242.63,web_fuzz,2025-12-24T18:39:49.899975,1,139694263,3,18,2,0,0,0,401.0,1.0,30.0,1.0,0.0,0.0,1,1,1,0.0,,,,,,,
evt_840255,139.67.242.63,web_fuzz,2025-12-24T18:39:51.899975,1,139694263,3,18,2,0,0,0,404.0,1.0,30.0,1.0,0.0,0.0,2,2,1,2.0,,,,,,,
evt_618951,139.67.242.63,web_fuzz,2025-12-24T18:39:53.899975,1,139694263,3,18,2,0,0,0,500.0,1.0,23.0,0.0,1.0,0.0,3,3,1,2.0,,,,,,,
evt_843470,139.67.242.63,web_fuzz,2025-12-24T18:39:55.899975,1,139694263,3,18,2,0,0,0,500.0,1.0,35.0,0.0,0.0,1.0,4,4,1,2.0,,,,,,,
evt_616935,139.67.242.63,web_fuzz,2025-12-24T18:39:57.899975,1,139694263,3,18,2,0,0,0,500.0,1.0,5.0,0.0,0.0,0.0,5,5,1,2.0,,,,,,,
evt_672547,161.81.216.153,web_fuzz,2025-12-24T19:03:27.899975,0,161831753,3,19,2,0,0,0,200.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_399102,98.49.183.217,web_fuzz,2025-12-24T19:03:53.899975,0,98508517,3,19,2,0,0,0,404.0,1.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_144412,150.219.204.93,web_fuzz,2025-12-24T19:08:48.899975,0,152210493,3,19,2,0,0,0,200.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_919067,72.79.110.246,port_scan,2025-12-24T19:14:22.899975,0,72801246,2,19,2,0,0,0,,,,,,,0,0,0,0.0,,,,,443.0,1.0,0.0
evt_982725,112.80.232.1,ssh_failed,2025-12-24T19:19:58.899975,0,112823201,1,19,2,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_515035,185.134.91.130,port_scan,2025-12-24T19:21:19.899975,0,186349230,2,19,2,0,0,0,,,,,,,0,0,0,0.0,,,,,22.0,1.0,0.0
evt_559969,9.161.205.69,web_fuzz,2025-12-24T19:33:23.899975,0,10630569,3,19,2,0,0,0,304.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_676429,112.80.232.1,web_fuzz,2025-12-24T19:36:08.899975,0,112823201,3,19,2,0,0,0,404.0,1.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_485792,221.50.25.167,web_fuzz,2025-12-24T19:45:42.899975,1,221502667,3,19,2,0,0,0,401.0,1.0,23.0,0.0,1.0,0.0,0,0,0,0.0,,,,,,,
evt_853489,221.50.25.167,web_fuzz,2025-12-24T19:45:44.899975,1,221502667,3,19,2,0,0,0,403.0,1.0,23.0,0.0,1.0,0.0,1,1,1,0.0,,,,,,,
evt_967442,221.50.25.167,web_fuzz,2025-12-24T19:45:46.899975,1,221502667,3,19,2,0,0,0,500.0,1.0,5.0,0.0,0.0,0.0,2,2,1,2.0,,,,,,,
evt_848225,221.50.25.167,web_fuzz,2025-12-24T19:45:48.899975,1,221502667,3,19,2,0,0,0,403.0,1.0,30.0,1.0,0.0,0.0,3,3,1,2.0,,,,,,,
evt_401950,221.50.25.167,web_fuzz,2025-12-24T19:45:50.899975,1,221502667,3,19,2,0,0,0,401.0,1.0,35.0,0.0,0.0,1.0,4,4,1,2.0,,,,,,,
evt_552259,221.50.25.167,web_fuzz,2025-12-24T19:45:52.899975,1,221502667,3,19,2,0,0,0,500.0,1.0,30.0,1.0,0.0,0.0,5,5,1,2.0,,,,,,,
evt_862008,221.50.25.167,web_fuzz,2025-12-24T19:45:54.899975,1,221502667,3,19,2,0,0,0,401.0,1.0,35.0,0.0,0.0,1.0,6,6,1,2.0,,,,,,,
evt_381444,117.186.83.95,ssh_failed,2025-12-24T19:58:44.899975,0,118868395,1,19,2,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_501126,51.214.112.115,ssh_failed,2025-12-24T20:07:09.899975,0,53151315,1,20,2,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_454019,96.82.0.154,web_fuzz,2025-12-24T20:28:25.899975,0,96820154,3,20,2,0,0,0,404.0,1.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_489967,50.35.23.170,port_scan,2025-12-24T20:37:48.899975,0,50352470,2,20,2,0,0,0,,,,,,,0,0,0,0.0,,,,,80.0,1.0,0.0
evt_559022,59.148.40.219,ssh_failed,2025-12-24T20:52:10.899975,0,60484219,1,20,2,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_388339,142.150.185.148,port_scan,2025-12-24T20:56:30.899975,0,143518648,2,20,2,0,0,0,,,,,,,0,0,0,0.0,,,,,22.0,1.0,0.0
evt_682959,168.255.202.227,ssh_failed,2025-12-24T21:15:02.899975,0,170570427,1,21,2,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_227257,17.197.195.153,port_scan,2025-12-24T21:18:56.899975,0,18989653,2,21,2,0,0,0,,,,,,,0,0,0,0.0,,,,,22.0,1.0,0.0
evt_925220,165.174.57.76,web_fuzz,2025-12-24T21:20:53.899975,0,166745776,3,21,2,0,0,0,404.0,1.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_805893,84.28.117.211,port_scan,2025-12-24T21:26:46.899975,0,84291911,2,21,2,0,0,0,,,,,,,0,0,0,0.0,,,,,80.0,1.0,0.0
evt_288744,169.243.84.68,web_fuzz,2025-12-24T21:26:56.899975,0,171438468,3,21,2,0,0,0,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_568349,172.191.224.231,web_fuzz,2025-12-24T21:28:04.899975,0,173932631,3,21,2,0,0,0,200.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_582418,207.81.216.88,web_fuzz,2025-12-24T21:31:20.899975,0,207831688,3,21,2,0,0,0,404.0,1.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_926236,89.135.22.187,web_fuzz,2025-12-24T21:35:57.899975,0,90352387,3,21,2,0,0,0,200.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_311505,161.81.216.153,web_fuzz,2025-12-24T21:39:34.899975,0,161831753,3,21,2,0,0,0,200.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_269087,169.243.84.68,web_fuzz,2025-12-24T21:41:06.899975,0,171438468,3,21,2,0,0,0,404.0,1.0,6.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_608473,169.243.84.68,port_scan,2025-12-24T21:41:48.899975,0,171438468,2,21,2,0,0,0,,,,,,,1,1,1,0.0,,,,,22.0,1.0,0.0
evt_642121,161.81.216.153,web_fuzz,2025-12-24T22:02:55.899975,0,161831753,3,22,2,0,0,0,200.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_885290,28.152.101.40,web_fuzz,2025-12-24T22:10:25.899975,0,29530140,3,22,2,0,0,0,200.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_896788,161.81.216.153,web_fuzz,2025-12-24T22:12:20.899975,0,161831753,3,22,2,0,0,0,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_438041,185.58.136.197,web_fuzz,2025-12-24T22:23:59.899975,0,185593797,3,22,2,0,0,0,404.0,1.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_739947,56.119.13.144,web_fuzz,2025-12-24T22:26:01.899975,0,57191444,3,22,2,0,0,0,200.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_666893,161.81.216.153,web_fuzz,2025-12-24T22:34:59.899975,0,161831753,3,22,2,0,0,0,200.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_256130,151.142.3.195,ssh_failed,2025-12-24T22:49:23.899975,0,152420495,1,22,2,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_722571,136.216.108.238,ssh_failed,2025-12-24T22:51:57.899975,0,138171038,1,22,2,0,0,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_959907,17.197.195.153,web_fuzz,2025-12-24T22:58:40.899975,0,18989653,3,22,2,0,0,0,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_339669,72.79.110.246,web_fuzz,2025-12-24T23:00:16.899975,0,72801246,3,23,2,0,1,0,304.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_862538,58.32.173.6,web_fuzz,2025-12-24T23:00:56.899975,0,58337306,3,23,2,0,1,0,304.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_252117,189.52.44.152,web_fuzz,2025-12-24T23:16:21.899975,0,189524552,3,23,2,0,1,0,200.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_158104,36.126.134.192,ssh_failed,2025-12-24T23:36:31.899975,0,37273592,1,23,2,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_271742,161.81.216.153,web_fuzz,2025-12-25T00:11:42.899975,0,161831753,3,0,3,0,1,0,200.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_135466,93.157.122.15,web_fuzz,2025-12-25T00:12:57.899975,0,94582215,3,0,3,0,1,0,200.0,0.0,10.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_130915,196.172.52.24,port_scan,2025-12-25T00:14:28.899975,0,197725224,2,0,3,0,1,0,,,,,,,0,0,0,0.0,,,,,443.0,1.0,0.0
evt_360096,194.24.56.40,ssh_failed,2025-12-25T00:25:46.899975,0,194245640,1,0,3,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_607719,142.150.185.148,ssh_failed,2025-12-25T00:32:12.899975,0,143518648,1,0,3,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_189856,185.134.91.130,web_fuzz,2025-12-25T00:42:29.899975,0,186349230,3,0,3,0,1,0,404.0,1.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_412886,91.107.136.180,web_fuzz,2025-12-25T00:52:30.899975,0,92083780,3,0,3,0,1,0,200.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_225151,172.191.224.231,ssh_failed,2025-12-25T01:04:08.899975,0,173932631,1,1,3,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_594241,60.51.194.72,web_fuzz,2025-12-25T01:07:12.899975,0,60529472,3,1,3,0,1,0,200.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_999488,207.81.216.88,web_fuzz,2025-12-25T01:11:10.899975,0,207831688,3,1,3,0,1,0,200.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_152042,71.125.114.36,port_scan,2025-12-25T01:18:20.899975,0,72261436,2,1,3,0,1,0,,,,,,,0,0,0,0.0,,,,,22.0,1.0,0.0
evt_261760,17.108.161.55,web_fuzz,2025-12-25T01:25:59.899975,0,18096155,3,1,3,0,1,0,200.0,0.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_157219,168.255.202.227,web_fuzz,2025-12-25T01:33:19.899975,0,170570427,3,1,3,0,1,0,200.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_346924,139.67.242.63,ssh_failed,2025-12-25T01:45:50.899975,1,139694263,1,1,3,0,1,0,,,,,,,0,0,0,0.0,8.0,0.0,0.0,1.0,,,
evt_711218,139.67.242.63,ssh_failed,2025-12-25T01:45:52.899975,1,139694263,1,1,3,0,1,0,,,,,,,1,1,1,0.0,5.0,0.0,0.0,1.0,,,
evt_591658,139.67.242.63,ssh_failed,2025-12-25T01:45:54.899975,1,139694263,1,1,3,0,1,0,,,,,,,2,2,1,2.0,4.0,1.0,0.0,1.0,,,
evt_516866,139.67.242.63,ssh_failed,2025-12-25T01:45:56.899975,1,139694263,1,1,3,0,1,0,,,,,,,3,3,1,2.0,4.0,0.0,0.0,1.0,,,
evt_543852,139.67.242.63,ssh_failed,2025-12-25T01:45:58.899975,1,139694263,1,1,3,0,1,0,,,,,,,4,4,1,2.0,4.0,0.0,0.0,1.0,,,
evt_199907,139.67.242.63,ssh_failed,2025-12-25T01:46:00.899975,1,139694263,1,1,3,0,1,0,,,,,,,5,5,1,2.0,5.0,0.0,1.0,1.0,,,
evt_589491,161.81.216.153,ssh_failed,2025-12-25T01:54:04.899975,0,161831753,1,1,3,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_354377,207.81.216.88,web_fuzz,2025-12-25T01:57:23.899975,0,207831688,3,1,3,0,1,0,404.0,1.0,9.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_806396,117.186.83.95,ssh_failed,2025-12-25T02:05:23.899975,0,118868395,1,2,3,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_772925,189.52.44.152,ssh_failed,2025-12-25T02:25:13.899975,0,189524552,1,2,3,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_748985,120.128.5.175,ssh_failed,2025-12-25T02:30:13.899975,0,121280675,1,2,3,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_380310,120.128.5.175,web_fuzz,2025-12-25T02:30:44.899975,0,121280675,3,2,3,0,1,0,200.0,0.0,8.0,0.0,0.0,0.0,1,1,1,0.0,,,,,,,
evt_350069,139.102.159.103,ssh_failed,2025-12-25T02:51:01.899975,0,140036003,1,2,3,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_910891,98.138.112.176,web_fuzz,2025-12-25T02:51:40.899975,0,99391376,3,2,3,0,1,0,200.0,0.0,11.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_587467,207.81.216.88,ssh_failed,2025-12-25T02:59:06.899975,0,207831688,1,2,3,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_602381,98.138.112.176,port_scan,2025-12-25T03:07:09.899975,0,99391376,2,3,3,0,1,0,,,,,,,0,0,0,0.0,,,,,443.0,1.0,0.0
evt_452207,84.28.117.211,web_fuzz,2025-12-25T03:09:35.899975,0,84291911,3,3,3,0,1,0,200.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_305222,120.128.5.175,web_fuzz,2025-12-25T03:26:58.899975,0,121280675,3,3,3,0,1,0,200.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_106687,185.58.136.197,web_fuzz,2025-12-25T03:31:44.899975,0,185593797,3,3,3,0,1,0,200.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_107096,151.142.3.195,web_fuzz,2025-12-25T03:33:56.899975,0,152420495,3,3,3,0,1,0,200.0,0.0,8.0,0.0,0.0,0.0,0,0,0,0.0,,,,,,,
evt_414295,125.35.64.33,ssh_failed,2025-12-25T03:36:00.899975,0,125356433,1,3,3,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
evt_595962,172.191.224.231,ssh_failed,2025-12-25T03:42:56.899975,0,173932631,1,3,3,0,1,0,,,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,,,
